event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2,weather_code,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,apparent_temperature_mean,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,temperature_2m_min,temperature_2m_mean,elevation
BLAST Open London 2025 Finals,London,2025-09-07,Vitality,G2,d2,9 - 13,-4,1.03,Westminster - Marylebone Road,71.4,,21.2,,35.4,17.1,6.55,1.56,3.0,24.45,25.01573,14.812847,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,47416.523,33823.977,0.0,0.0,0.0,0.0,17.965767,42.839996,165.79025,15.66,3.248927,19.026152,63.833332,100.0,3.0,12.05,17.15,14.531251,3.248927,74.20815,88.48572,59.880856,0.0,1009.4666,1012.6,1006.6,1007.58203,1010.6871,1004.7532,30.81,12.893196,18.0,8.019601,16.124573,19.096926,13.552887,1.2296883,15.65,19.3375,16.0
BLAST Open London 2025 Finals,London,2025-09-07,Vitality,G2,inf,17 - 22,-5,0.72,Westminster - Marylebone Road,71.4,,21.2,,35.4,17.1,6.55,1.56,3.0,24.45,25.01573,14.812847,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,47416.523,33823.977,0.0,0.0,0.0,0.0,17.965767,42.839996,165.79025,15.66,3.248927,19.026152,63.833332,100.0,3.0,12.05,17.15,14.531251,3.248927,74.20815,88.48572,59.880856,0.0,1009.4666,1012.6,1006.6,1007.58203,1010.6871,1004.7532,30.81,12.893196,18.0,8.019601,16.124573,19.096926,13.552887,1.2296883,15.65,19.3375,16.0
BLAST Open London 2025 Finals,London,2025-09-07,Vitality,G2,mrg,30 - 6,24,2.61,Westminster - Marylebone Road,71.4,,21.2,,35.4,17.1,6.55,1.56,3.0,24.45,25.01573,14.812847,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,47416.523,33823.977,0.0,0.0,0.0,0.0,17.965767,42.839996,165.79025,15.66,3.248927,19.026152,63.833332,100.0,3.0,12.05,17.15,14.531251,3.248927,74.20815,88.48572,59.880856,0.0,1009.4666,1012.6,1006.6,1007.58203,1010.6871,1004.7532,30.81,12.893196,18.0,8.019601,16.124573,19.096926,13.552887,1.2296883,15.65,19.3375,16.0
BLAST Open London 2025 Finals,London,2025-09-07,Vitality,G2,ovp,20 - 10,10,1.9,Westminster - Marylebone Road,71.4,,21.2,,35.4,17.1,6.55,1.56,3.0,24.45,25.01573,14.812847,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,47416.523,33823.977,0.0,0.0,0.0,0.0,17.965767,42.839996,165.79025,15.66,3.248927,19.026152,63.833332,100.0,3.0,12.05,17.15,14.531251,3.248927,74.20815,88.48572,59.880856,0.0,1009.4666,1012.6,1006.6,1007.58203,1010.6871,1004.7532,30.81,12.893196,18.0,8.019601,16.124573,19.096926,13.552887,1.2296883,15.65,19.3375,16.0
BLAST Open London 2025 Finals,London,2025-09-07,Vitality,G2,trn,11 - 16,-5,0.85,Westminster - Marylebone Road,71.4,,21.2,,35.4,17.1,6.55,1.56,3.0,24.45,25.01573,14.812847,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,47416.523,33823.977,0.0,0.0,0.0,0.0,17.965767,42.839996,165.79025,15.66,3.248927,19.026152,63.833332,100.0,3.0,12.05,17.15,14.531251,3.248927,74.20815,88.48572,59.880856,0.0,1009.4666,1012.6,1006.6,1007.58203,1010.6871,1004.7532,30.81,12.893196,18.0,8.019601,16.124573,19.096926,13.552887,1.2296883,15.65,19.3375,16.0
BLAST Open Porto 2026,Copenhagen,2026-08-27,Vitality,Inner Circle,anb,11 - 15,-4,0.93,"""Copenhagen/1259""",58.3,,5.01,,61.3,,,,3.0,20.7,18.75039,12.855381,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51078.926,49732.273,0.0,0.0,0.0,0.0,24.798225,51.12,101.49542,20.21,3.9174042,15.58641,24.458334,84.0,0.0,10.85,13.6,12.235417,3.9174042,71.1562,84.425766,53.78608,0.0,1022.08746,1024.9,1018.0,1020.40875,1023.19946,1016.3278,43.875004,20.31425,30.960001,16.019999,14.244832,14.975512,12.9052105,1.1288298,14.75,17.75625,14.0
BLAST Open Porto 2026,Copenhagen,2026-08-27,Vitality,Inner Circle,cch,16 - 21,-5,0.69,"""Copenhagen/1259""",58.3,,5.01,,61.3,,,,3.0,20.7,18.75039,12.855381,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51078.926,49732.273,0.0,0.0,0.0,0.0,24.798225,51.12,101.49542,20.21,3.9174042,15.58641,24.458334,84.0,0.0,10.85,13.6,12.235417,3.9174042,71.1562,84.425766,53.78608,0.0,1022.08746,1024.9,1018.0,1020.40875,1023.19946,1016.3278,43.875004,20.31425,30.960001,16.019999,14.244832,14.975512,12.9052105,1.1288298,14.75,17.75625,14.0
BLAST Open Rotterdam 2026,Copenhagen,2026-03-19,Vitality,9z,nuke,14 - 7,7,1.57,"""Copenhagen/1259""",246.0,,12.7,,60.3,,,,51.0,10.8,8.751877,0.18592358,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,43608.055,17402.3,0.3,0.0,0.3,2.0,12.738099,30.239998,284.8941,8.02,1.1360191,3.4000504,55.166668,100.0,0.0,0.7,6.75,3.6375005,1.1360191,83.29914,92.21056,76.0631,0.0,1025.6416,1029.9,1022.7,1023.8879,1028.1243,1020.9369,19.545,9.777962,15.119999,6.623413,4.6521344,8.3054,1.7929754,0.31057465,3.4,6.2916675,14.0
BLAST Open Rotterdam 2026,Copenhagen,2026-03-19,Vitality,9z,ovp,23 - 8,15,2.38,"""Copenhagen/1259""",246.0,,12.7,,60.3,,,,51.0,10.8,8.751877,0.18592358,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,43608.055,17402.3,0.3,0.0,0.3,2.0,12.738099,30.239998,284.8941,8.02,1.1360191,3.4000504,55.166668,100.0,0.0,0.7,6.75,3.6375005,1.1360191,83.29914,92.21056,76.0631,0.0,1025.6416,1029.9,1022.7,1023.8879,1028.1243,1020.9369,19.545,9.777962,15.119999,6.623413,4.6521344,8.3054,1.7929754,0.31057465,3.4,6.2916675,14.0
BLAST Open Rotterdam 2026,Copenhagen,2026-03-21,Vitality,The MongolZ,mrg,19 - 9,10,2.22,"""Copenhagen/1259""",148.0,,8.5,,69.1,,,,3.0,4.85,2.1568322,-1.9586585,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,44160.188,31131.217,0.0,0.0,0.0,0.0,14.57889,27.359999,162.15968,13.18,1.2552303,-0.023594797,42.791668,100.0,0.0,-1.2,2.15,0.9104166,1.2552303,87.920204,97.86447,77.39547,0.0,1023.3501,1024.0,1022.9,1021.5779,1022.22534,1021.11804,14.895,5.618149,4.32,2.19718,1.6212746,3.1116052,0.22471762,0.17531717,1.1,2.7666664,14.0
BLAST Open Rotterdam 2026,Copenhagen,2026-03-21,Vitality,The MongolZ,ovp,23 - 14,9,1.42,"""Copenhagen/1259""",148.0,,8.5,,69.1,,,,3.0,4.85,2.1568322,-1.9586585,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,44160.188,31131.217,0.0,0.0,0.0,0.0,14.57889,27.359999,162.15968,13.18,1.2552303,-0.023594797,42.791668,100.0,0.0,-1.2,2.15,0.9104166,1.2552303,87.920204,97.86447,77.39547,0.0,1023.3501,1024.0,1022.9,1021.5779,1022.22534,1021.11804,14.895,5.618149,4.32,2.19718,1.6212746,3.1116052,0.22471762,0.17531717,1.1,2.7666664,14.0
BLAST Open Rotterdam 2026,Copenhagen,2026-03-23,Vitality,PARIVISION,mrg,17 - 11,6,1.12,"""Copenhagen/1259""",215.0,,16.4,,62.5,,,,3.0,9.2,7.112726,-0.9130788,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,44707.45,33166.785,0.0,0.0,0.0,0.0,11.173057,27.359999,239.20088,11.37,1.3100605,2.3503513,70.833336,100.0,0.0,-0.05,5.65,2.2354167,1.3100605,81.96788,87.96277,72.88152,0.0,1017.73334,1018.7,1016.7,1015.9856,1016.9512,1014.9377,15.75,6.8207,6.4799995,3.1845248,3.361578,7.014929,0.91085434,0.30879563,2.35,5.0833335,14.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-23,Vitality,PARIVISION,inf,28 - 15,13,1.67,Rotterdam Noord-Statenweg,,,33.8,,34.7,37.0,,,3.0,13.6,11.583451,2.7780352,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,44545.137,42050.965,0.0,0.0,0.0,0.0,9.430695,21.599998,301.5077,14.18,1.9430201,6.7012634,87.875,100.0,0.0,3.25,6.9,4.914583,1.9430201,78.04153,92.92136,52.299088,0.0,1019.54175,1021.1,1016.9,1019.2945,1020.85266,1016.65155,15.285,6.0345373,9.0,1.8532133,6.5195622,8.892971,4.25591,0.71545994,5.0,8.810417,2.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-28,Vitality,Aurora,inf,10 - 8,2,1.03,Rotterdam Noord-Statenweg,,,13.1,,58.0,15.4,,,73.0,8.65,5.398491,1.1651287,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,45746.91,41475.03,3.0000002,0.21000001,3.3000002,13.0,18.694021,45.36,301.92337,16.3,2.000054,3.3482933,54.041668,100.0,11.0,-0.35,7.0,3.002083,2.000054,76.6459,97.30085,55.594734,0.3,1020.46246,1025.7,1016.2,1020.2137,1025.448,1015.9527,34.485,14.928796,18.72,10.04458,4.8253603,7.1478977,3.3840437,0.4855848,4.9,7.077083,2.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-28,Vitality,Aurora,nuke,18 - 10,8,1.83,Rotterdam Noord-Statenweg,,,13.1,,58.0,15.4,,,73.0,8.65,5.398491,1.1651287,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,45746.91,41475.03,3.0000002,0.21000001,3.3000002,13.0,18.694021,45.36,301.92337,16.3,2.000054,3.3482933,54.041668,100.0,11.0,-0.35,7.0,3.002083,2.000054,76.6459,97.30085,55.594734,0.3,1020.46246,1025.7,1016.2,1020.2137,1025.448,1015.9527,34.485,14.928796,18.72,10.04458,4.8253603,7.1478977,3.3840437,0.4855848,4.9,7.077083,2.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-29,Vitality,Natus Vincere,anb,15 - 12,3,1.04,Rotterdam Noord-Statenweg,,,24.3,,40.5,13.6,,,61.0,9.8,5.589323,0.72010756,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,45988.812,27403.002,4.7,0.0,4.7,8.0,28.556532,60.120003,246.21259,14.05,2.0335205,2.961933,66.625,100.0,5.0,0.45,6.2,2.5083334,2.0335205,74.34066,88.38595,53.316853,0.0,1025.2544,1029.5,1015.3,1025.0043,1029.2471,1015.0539,36.51,16.403217,12.599999,5.983477,4.52196,7.0049906,2.165183,0.5666472,3.5,7.008333,2.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-29,Vitality,Natus Vincere,d2,16 - 8,8,1.26,Rotterdam Noord-Statenweg,,,24.3,,40.5,13.6,,,61.0,9.8,5.589323,0.72010756,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,45988.812,27403.002,4.7,0.0,4.7,8.0,28.556532,60.120003,246.21259,14.05,2.0335205,2.961933,66.625,100.0,5.0,0.45,6.2,2.5083334,2.0335205,74.34066,88.38595,53.316853,0.0,1025.2544,1029.5,1015.3,1025.0043,1029.2471,1015.0539,36.51,16.403217,12.599999,5.983477,4.52196,7.0049906,2.165183,0.5666472,3.5,7.008333,2.0
BLAST Open Rotterdam 2026,Rotterdam,2026-03-29,Vitality,Natus Vincere,inf,16 - 12,4,1.42,Rotterdam Noord-Statenweg,,,24.3,,40.5,13.6,,,61.0,9.8,5.589323,0.72010756,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,45988.812,27403.002,4.7,0.0,4.7,8.0,28.556532,60.120003,246.21259,14.05,2.0335205,2.961933,66.625,100.0,5.0,0.45,6.2,2.5083334,2.0335205,74.34066,88.38595,53.316853,0.0,1025.2544,1029.5,1015.3,1025.0043,1029.2471,1015.0539,36.51,16.403217,12.599999,5.983477,4.52196,7.0049906,2.165183,0.5666472,3.5,7.008333,2.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-24,Vitality,Liquid,d2,24 - 10,14,1.64,"""Copenhagen/1259""",,,9.22,,61.1,,,,3.0,8.8,5.342018,3.017809,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28049.74,15862.409,0.0,0.0,0.0,0.0,23.708124,41.399998,254.20183,2.6,0.51540136,4.131491,79.208336,100.0,14.0,5.4,6.95,6.131249,0.51540136,89.120155,92.453606,86.663315,0.0,1016.93744,1020.0,1012.2,1015.20807,1018.26294,1010.4782,33.449993,18.616688,28.44,15.315873,6.682798,7.472204,5.882022,0.15032798,6.9,7.8145833,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-24,Vitality,Liquid,mrg,25 - 15,10,1.54,"""Copenhagen/1259""",,,9.22,,61.1,,,,3.0,8.8,5.342018,3.017809,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28049.74,15862.409,0.0,0.0,0.0,0.0,23.708124,41.399998,254.20183,2.6,0.51540136,4.131491,79.208336,100.0,14.0,5.4,6.95,6.131249,0.51540136,89.120155,92.453606,86.663315,0.0,1016.93744,1020.0,1012.2,1015.20807,1018.26294,1010.4782,33.449993,18.616688,28.44,15.315873,6.682798,7.472204,5.882022,0.15032798,6.9,7.8145833,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-25,Vitality,Astralis,d2,24 - 19,5,1.25,"""Copenhagen/1259""",,,10.8,,53.5,,,,53.0,7.35,2.7596188,-0.80015826,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27870.635,0.0,2.6,0.0,2.6,11.0,27.72,49.32,241.4482,0.63,0.54012233,1.1362501,83.916664,100.0,10.0,2.0,5.5,4.1979175,0.54012233,87.37702,93.97089,83.815796,0.0,1002.73334,1011.2,997.1,1001.0179,1009.4776,995.3876,44.550003,24.891565,39.239998,20.63023,4.883867,6.0122843,2.9687042,0.14115709,4.4,6.1416664,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-25,Vitality,Astralis,inf,23 - 13,10,1.53,"""Copenhagen/1259""",,,10.8,,53.5,,,,53.0,7.35,2.7596188,-0.80015826,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27870.635,0.0,2.6,0.0,2.6,11.0,27.72,49.32,241.4482,0.63,0.54012233,1.1362501,83.916664,100.0,10.0,2.0,5.5,4.1979175,0.54012233,87.37702,93.97089,83.815796,0.0,1002.73334,1011.2,997.1,1001.0179,1009.4776,995.3876,44.550003,24.891565,39.239998,20.63023,4.883867,6.0122843,2.9687042,0.14115709,4.4,6.1416664,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-25,Vitality,Astralis,nuke,37 - 21,16,1.45,"""Copenhagen/1259""",,,10.8,,53.5,,,,53.0,7.35,2.7596188,-0.80015826,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27870.635,0.0,2.6,0.0,2.6,11.0,27.72,49.32,241.4482,0.63,0.54012233,1.1362501,83.916664,100.0,10.0,2.0,5.5,4.1979175,0.54012233,87.37702,93.97089,83.815796,0.0,1002.73334,1011.2,997.1,1001.0179,1009.4776,995.3876,44.550003,24.891565,39.239998,20.63023,4.883867,6.0122843,2.9687042,0.14115709,4.4,6.1416664,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-27,Vitality,Natus Vincere,inf,13 - 20,-7,0.84,"""Copenhagen/1259""",,,6.53,,49.6,,,,71.0,3.9,-0.33387542,-1.4826097,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27524.113,7200.0,3.6999996,0.14,3.8999994,12.0,22.691425,41.039997,91.09077,1.7,0.39504135,-0.951884,99.166664,100.0,84.0,0.7,2.6,1.7624999,0.39504135,88.16562,93.83245,79.9134,0.2,993.9458,995.3,992.2,992.22955,993.5816,990.48676,33.449997,18.268133,27.72,15.856356,2.410527,2.911828,2.017086,0.1620884,3.1,3.5479162,14.0
BLAST Premier Fall Final 2021,Copenhagen,2021-11-27,Vitality,Natus Vincere,nuke,15 - 17,-2,1.0,"""Copenhagen/1259""",,,6.53,,49.6,,,,71.0,3.9,-0.33387542,-1.4826097,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27524.113,7200.0,3.6999996,0.14,3.8999994,12.0,22.691425,41.039997,91.09077,1.7,0.39504135,-0.951884,99.166664,100.0,84.0,0.7,2.6,1.7624999,0.39504135,88.16562,93.83245,79.9134,0.2,993.9458,995.3,992.2,992.22955,993.5816,990.48676,33.449997,18.268133,27.72,15.856356,2.410527,2.911828,2.017086,0.1620884,3.1,3.5479162,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-22,Vitality,HEROIC,inf,15 - 10,5,1.25,"""Copenhagen/1259""",164.0,13.8,11.6,,46.0,,,,51.0,6.6,-0.58921194,-5.296513,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28532.203,0.0,0.5,0.0,0.5,5.0,45.372852,75.24,222.76231,1.66,0.8007677,-3.1805732,86.541664,100.0,14.0,-3.25,4.6,-0.61041665,0.8007677,80.001434,92.22868,60.248375,0.0,1022.81665,1029.5,1007.6,1021.04443,1027.703,1005.879,41.309998,24.734724,5.04,3.671294,0.84469575,5.30017,-1.8959463,0.32099104,-1.15,2.6270833,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-22,Vitality,HEROIC,nuke,10 - 11,-1,0.96,"""Copenhagen/1259""",164.0,13.8,11.6,,46.0,,,,51.0,6.6,-0.58921194,-5.296513,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28532.203,0.0,0.5,0.0,0.5,5.0,45.372852,75.24,222.76231,1.66,0.8007677,-3.1805732,86.541664,100.0,14.0,-3.25,4.6,-0.61041665,0.8007677,80.001434,92.22868,60.248375,0.0,1022.81665,1029.5,1007.6,1021.04443,1027.703,1005.879,41.309998,24.734724,5.04,3.671294,0.84469575,5.30017,-1.8959463,0.32099104,-1.15,2.6270833,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-23,Vitality,Complexity,anb,14 - 5,9,2.01,"""Copenhagen/1259""",138.0,4.52,4.09,,72.1,,,,61.0,10.45,4.7178326,-3.0072389,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28334.732,3945.6606,5.9999995,0.0,5.9999995,14.0,43.810684,75.24,275.84903,0.75,0.9684204,1.6522789,72.958336,100.0,0.0,-2.15,8.7,5.602083,0.9684204,83.008934,91.90869,58.86159,0.0,997.5376,1006.2,992.2,995.8445,1004.4915,990.49945,67.770004,39.22098,56.16,32.402,6.71621,9.158398,1.6686211,0.36606848,5.25,8.385417,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-23,Vitality,Complexity,inf,24 - 10,14,2.44,"""Copenhagen/1259""",138.0,4.52,4.09,,72.1,,,,61.0,10.45,4.7178326,-3.0072389,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28334.732,3945.6606,5.9999995,0.0,5.9999995,14.0,43.810684,75.24,275.84903,0.75,0.9684204,1.6522789,72.958336,100.0,0.0,-2.15,8.7,5.602083,0.9684204,83.008934,91.90869,58.86159,0.0,997.5376,1006.2,992.2,995.8445,1004.4915,990.49945,67.770004,39.22098,56.16,32.402,6.71621,9.158398,1.6686211,0.36606848,5.25,8.385417,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-23,Vitality,Complexity,nuke,24 - 21,3,1.12,"""Copenhagen/1259""",138.0,4.52,4.09,,72.1,,,,61.0,10.45,4.7178326,-3.0072389,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,28334.732,3945.6606,5.9999995,0.0,5.9999995,14.0,43.810684,75.24,275.84903,0.75,0.9684204,1.6522789,72.958336,100.0,0.0,-2.15,8.7,5.602083,0.9684204,83.008934,91.90869,58.86159,0.0,997.5376,1006.2,992.2,995.8445,1004.4915,990.49945,67.770004,39.22098,56.16,32.402,6.71621,9.158398,1.6686211,0.36606848,5.25,8.385417,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-25,Vitality,Cloud9,inf,21 - 15,6,1.11,"""Copenhagen/1259""",184.0,4.66,4.71,,61.6,,,,51.0,2.8,-1.4177203,-7.6216927,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27952.729,15236.323,0.1,0.0,0.1,1.0,24.821732,42.48,359.45013,2.68,0.78033936,-4.531297,54.041668,100.0,0.0,-9.15,-0.45,-4.297917,0.78033936,70.667274,89.395004,56.260914,0.0,1004.375,1009.9,999.4,1002.62134,1008.1179,997.66766,29.445,16.33366,9.72,5.771239,-1.7684526,0.6348181,-4.821184,0.25431362,-2.4,0.5229168,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-25,Vitality,Cloud9,mrg,26 - 14,12,1.43,"""Copenhagen/1259""",184.0,4.66,4.71,,61.6,,,,51.0,2.8,-1.4177203,-7.6216927,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27952.729,15236.323,0.1,0.0,0.1,1.0,24.821732,42.48,359.45013,2.68,0.78033936,-4.531297,54.041668,100.0,0.0,-9.15,-0.45,-4.297917,0.78033936,70.667274,89.395004,56.260914,0.0,1004.375,1009.9,999.4,1002.62134,1008.1179,997.66766,29.445,16.33366,9.72,5.771239,-1.7684526,0.6348181,-4.821184,0.25431362,-2.4,0.5229168,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-25,Vitality,Cloud9,nuke,15 - 13,2,1.16,"""Copenhagen/1259""",184.0,4.66,4.71,,61.6,,,,51.0,2.8,-1.4177203,-7.6216927,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27952.729,15236.323,0.1,0.0,0.1,1.0,24.821732,42.48,359.45013,2.68,0.78033936,-4.531297,54.041668,100.0,0.0,-9.15,-0.45,-4.297917,0.78033936,70.667274,89.395004,56.260914,0.0,1004.375,1009.9,999.4,1002.62134,1008.1179,997.66766,29.445,16.33366,9.72,5.771239,-1.7684526,0.6348181,-4.821184,0.25431362,-2.4,0.5229168,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-26,Vitality,FaZe,nuke,21 - 13,8,1.28,"""Copenhagen/1259""",270.0,16.7,15.6,,48.4,,,,3.0,1.9,-2.6268415,-7.1200194,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27768.871,26510.262,0.0,0.0,0.0,0.0,15.7908325,25.919998,331.6389,3.26,0.4802946,-4.505607,45.416668,100.0,1.0,-6.35,-2.3,-3.845833,0.4802946,77.30274,91.80088,65.13,0.0,1010.26666,1010.6,1009.8,1008.4976,1008.83344,1008.0196,18.824999,10.726243,9.36,5.2416787,-2.1439807,-0.89732623,-4.180873,0.24291548,-2.5,-0.29583338,14.0
BLAST Premier Fall Final 2023,Copenhagen,2023-11-26,Vitality,FaZe,vtg,10 - 8,2,1.12,"""Copenhagen/1259""",270.0,16.7,15.6,,48.4,,,,3.0,1.9,-2.6268415,-7.1200194,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,27768.871,26510.262,0.0,0.0,0.0,0.0,15.7908325,25.919998,331.6389,3.26,0.4802946,-4.505607,45.416668,100.0,1.0,-6.35,-2.3,-3.845833,0.4802946,77.30274,91.80088,65.13,0.0,1010.26666,1010.6,1009.8,1008.4976,1008.83344,1008.0196,18.824999,10.726243,9.36,5.2416787,-2.1439807,-0.89732623,-4.180873,0.24291548,-2.5,-0.29583338,14.0
BLAST Premier Fall Final 2024,Copenhagen,2024-09-25,Vitality,Astralis,d2,16 - 8,8,1.57,"""Copenhagen/1259""",,,5.06,,77.8,,,,51.0,15.7,12.191046,9.871363,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,43088.03,29133.318,1.2,0.0,1.2,6.0,36.06923,61.199997,228.41722,7.82,1.8177766,10.939311,74.833336,100.0,5.0,9.1,12.6,10.983335,1.8177766,80.60973,90.01405,65.24924,0.0,999.64166,1001.6,996.5,997.9803,999.9275,994.8469,44.58,25.488945,27.359999,13.888023,12.153966,13.304615,11.363876,0.61650825,12.8,14.343749,14.0
BLAST Premier Fall Final 2024,Copenhagen,2024-09-25,Vitality,Astralis,inf,15 - 3,12,2.27,"""Copenhagen/1259""",,,5.06,,77.8,,,,51.0,15.7,12.191046,9.871363,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,43088.03,29133.318,1.2,0.0,1.2,6.0,36.06923,61.199997,228.41722,7.82,1.8177766,10.939311,74.833336,100.0,5.0,9.1,12.6,10.983335,1.8177766,80.60973,90.01405,65.24924,0.0,999.64166,1001.6,996.5,997.9803,999.9275,994.8469,44.58,25.488945,27.359999,13.888023,12.153966,13.304615,11.363876,0.61650825,12.8,14.343749,14.0
BLAST Premier Fall Final 2024,Copenhagen,2024-09-26,Vitality,Liquid,anb,27 - 15,12,1.57,"""Copenhagen/1259""",,,6.44,,64.2,,,,63.0,16.45,13.607859,9.256135,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42815.8,8137.76,14.800001,0.0,14.800001,10.0,43.58974,72.72,193.7322,2.35,1.2120017,11.363551,65.583336,100.0,2.0,9.15,13.6,11.877083,1.2120017,84.22982,90.14434,73.64334,0.0,991.4375,1001.0,985.6,989.79083,999.3276,983.9714,44.205,25.889946,11.159999,6.0347,12.746917,14.205578,9.623984,0.47507823,10.7,14.543751,14.0
BLAST Premier Fall Final 2024,Copenhagen,2024-09-26,Vitality,Liquid,nuke,22 - 11,11,1.72,"""Copenhagen/1259""",,,6.44,,64.2,,,,63.0,16.45,13.607859,9.256135,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42815.8,8137.76,14.800001,0.0,14.800001,10.0,43.58974,72.72,193.7322,2.35,1.2120017,11.363551,65.583336,100.0,2.0,9.15,13.6,11.877083,1.2120017,84.22982,90.14434,73.64334,0.0,991.4375,1001.0,985.6,989.79083,999.3276,983.9714,44.205,25.889946,11.159999,6.0347,12.746917,14.205578,9.623984,0.47507823,10.7,14.543751,14.0
BLAST Premier Fall Final 2024,Copenhagen,2024-09-28,Vitality,G2,anb,19 - 15,4,1.22,"""Copenhagen/1259""",,,2.57,,68.3,,,,51.0,12.4,11.179985,4.5708685,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42274.51,41532.99,0.1,0.0,0.1,1.0,34.03095,58.32,282.0351,12.05,2.4331846,6.28109,26.166666,100.0,7.0,2.2,9.05,5.035416,2.4331846,67.12481,84.63189,51.816383,0.0,1007.5625,1018.0,995.0,1005.8686,1016.2781,993.3351,42.48,24.684397,11.159999,6.6697226,7.6711125,10.235288,6.3564215,0.6724065,9.35,11.060417,14.0
