event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2,weather_code,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,apparent_temperature_mean,cloud_cover_mean,cloud_cover_max,cloud_cover_min,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,snowfall_water_equivalent_sum,pressure_msl_mean,pressure_msl_max,pressure_msl_min,surface_pressure_mean,surface_pressure_max,surface_pressure_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,wet_bulb_temperature_2m_mean,wet_bulb_temperature_2m_max,wet_bulb_temperature_2m_min,vapour_pressure_deficit_max,temperature_2m_min,temperature_2m_mean,elevation
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,anb,17 - 6,11,1.8,Hornsgatan,,,17.6,,,48.3,6.39,,3.0,6.25,-0.08648491,-6.6670127,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42415.38,38992.926,0.0,0.0,0.0,0.0,21.69952,48.6,248.8775,11.51,1.713096,-3.3010247,64.666664,100.0,0.0,-10.4,-2.85,-5.639582,1.713096,59.473705,73.339096,30.26255,0.0,1013.02924,1016.1,1007.2,1010.13916,1013.18097,1004.3223,34.35,15.818914,16.56,8.2584505,-1.4046779,1.0661759,-4.495082,0.6645721,-2.15,1.8416667,23.0
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,inf,12 - 6,6,1.4,Hornsgatan,,,17.6,,,48.3,6.39,,3.0,6.25,-0.08648491,-6.6670127,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42415.38,38992.926,0.0,0.0,0.0,0.0,21.69952,48.6,248.8775,11.51,1.713096,-3.3010247,64.666664,100.0,0.0,-10.4,-2.85,-5.639582,1.713096,59.473705,73.339096,30.26255,0.0,1013.02924,1016.1,1007.2,1010.13916,1013.18097,1004.3223,34.35,15.818914,16.56,8.2584505,-1.4046779,1.0661759,-4.495082,0.6645721,-2.15,1.8416667,23.0
ESL Pro League Season 21,Stockholm,2025-03-15,Vitality,The MongolZ,nuke,25 - 18,7,1.33,Hornsgatan,,,17.6,,,48.3,6.39,,3.0,6.25,-0.08648491,-6.6670127,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42415.38,38992.926,0.0,0.0,0.0,0.0,21.69952,48.6,248.8775,11.51,1.713096,-3.3010247,64.666664,100.0,0.0,-10.4,-2.85,-5.639582,1.713096,59.473705,73.339096,30.26255,0.0,1013.02924,1016.1,1007.2,1010.13916,1013.18097,1004.3223,34.35,15.818914,16.56,8.2584505,-1.4046779,1.0661759,-4.495082,0.6645721,-2.15,1.8416667,23.0
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,d2,10 - 15,-5,0.77,Hornsgatan,,,5.6,,,29.7,3.85,,71.0,3.6,-2.7174256,-7.074909,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42738.277,35801.31,0.0,0.28,0.4,3.0,23.023117,52.92,331.22437,11.58,1.6624004,-4.450393,43.0,99.0,0.0,-11.7,-2.0,-6.883333,1.6624004,57.942333,79.47572,31.706758,0.4,1014.04584,1023.4,1006.8,1011.1438,1020.4456,1003.9225,38.55,16.870232,21.599998,10.855358,-2.2036123,-0.46938753,-4.3329477,0.54123217,-1.65,0.9562499,23.0
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,inf,16 - 8,8,1.8,Hornsgatan,,,5.6,,,29.7,3.85,,71.0,3.6,-2.7174256,-7.074909,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42738.277,35801.31,0.0,0.28,0.4,3.0,23.023117,52.92,331.22437,11.58,1.6624004,-4.450393,43.0,99.0,0.0,-11.7,-2.0,-6.883333,1.6624004,57.942333,79.47572,31.706758,0.4,1014.04584,1023.4,1006.8,1011.1438,1020.4456,1003.9225,38.55,16.870232,21.599998,10.855358,-2.2036123,-0.46938753,-4.3329477,0.54123217,-1.65,0.9562499,23.0
ESL Pro League Season 21,Stockholm,2025-03-16,Vitality,MOUZ,nuke,17 - 11,6,1.68,Hornsgatan,,,5.6,,,29.7,3.85,,71.0,3.6,-2.7174256,-7.074909,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,42738.277,35801.31,0.0,0.28,0.4,3.0,23.023117,52.92,331.22437,11.58,1.6624004,-4.450393,43.0,99.0,0.0,-11.7,-2.0,-6.883333,1.6624004,57.942333,79.47572,31.706758,0.4,1014.04584,1023.4,1006.8,1011.1438,1020.4456,1003.9225,38.55,16.870232,21.599998,10.855358,-2.2036123,-0.46938753,-4.3329477,0.54123217,-1.65,0.9562499,23.0
ESL Pro League Season 22,Stockholm,2025-10-04,Vitality,Gentle Mates,nuke,14 - 14,0,0.91,Hornsgatan,,,6.0,,,8.0,4.04,,63.0,11.65,6.6107426,4.4375,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40277.99,2513.5322,14.8,0.0,14.8,12.0,27.779545,69.12,154.04803,2.63,1.2188804,5.6414585,96.291664,100.0,13.0,3.55,8.3,6.1937504,1.2188804,78.51579,92.491104,64.64248,0.0,1002.9832,1018.5,989.7,1000.20355,1015.6709,986.9549,47.684998,22.654623,29.16,14.458382,7.6719284,8.704527,6.0125313,0.46030045,8.75,9.885416,23.0
ESL Pro League Season 22,Stockholm,2025-10-04,Vitality,Gentle Mates,trn,15 - 13,2,0.98,Hornsgatan,,,6.0,,,8.0,4.04,,63.0,11.65,6.6107426,4.4375,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40277.99,2513.5322,14.8,0.0,14.8,12.0,27.779545,69.12,154.04803,2.63,1.2188804,5.6414585,96.291664,100.0,13.0,3.55,8.3,6.1937504,1.2188804,78.51579,92.491104,64.64248,0.0,1002.9832,1018.5,989.7,1000.20355,1015.6709,986.9549,47.684998,22.654623,29.16,14.458382,7.6719284,8.704527,6.0125313,0.46030045,8.75,9.885416,23.0
ESL Pro League Season 22,Stockholm,2025-10-05,Vitality,GamerLegion,d2,21 - 8,13,2.47,Hornsgatan,,,7.47,,,3.03,1.92,,61.0,13.55,10.670488,6.6975975,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39959.96,36795.555,3.3999996,0.0,3.3999996,9.0,20.01969,38.16,170.32378,8.09,1.1167098,8.680692,52.375,100.0,9.0,7.5,9.75,8.452083,1.1167098,86.81799,97.01171,66.8225,0.0,993.1543,999.4,988.1,990.4092,996.61615,985.3621,23.88,10.939635,9.0,4.3536186,9.239278,9.969474,7.8847494,0.5157356,8.45,10.679166,23.0
ESL Pro League Season 22,Stockholm,2025-10-05,Vitality,GamerLegion,ovp,19 - 5,14,1.77,Hornsgatan,,,7.47,,,3.03,1.92,,61.0,13.55,10.670488,6.6975975,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39959.96,36795.555,3.3999996,0.0,3.3999996,9.0,20.01969,38.16,170.32378,8.09,1.1167098,8.680692,52.375,100.0,9.0,7.5,9.75,8.452083,1.1167098,86.81799,97.01171,66.8225,0.0,993.1543,999.4,988.1,990.4092,996.61615,985.3621,23.88,10.939635,9.0,4.3536186,9.239278,9.969474,7.8847494,0.5157356,8.45,10.679166,23.0
ESL Pro League Season 22,Stockholm,2025-10-06,Vitality,HOTU,d2,9 - 9,0,0.9,Hornsgatan,,,19.1,,,5.6,3.14,,3.0,13.35,12.349375,4.8072987,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39642.28,21868.754,0.0,0.0,0.0,0.0,8.29173,20.16,315.96277,6.29,0.8233271,8.558301,76.833336,100.0,0.0,6.25,9.9,8.233333,0.8233271,91.45585,100.0,72.45989,0.0,1009.5168,1017.3,1000.3,1006.7164,1014.456,997.51514,10.98,4.3988757,1.4399999,0.35999998,8.690875,10.576491,6.2689266,0.4225558,6.55,9.656251,23.0
ESL Pro League Season 22,Stockholm,2025-10-06,Vitality,HOTU,ovp,20 - 10,10,1.59,Hornsgatan,,,19.1,,,5.6,3.14,,3.0,13.35,12.349375,4.8072987,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39642.28,21868.754,0.0,0.0,0.0,0.0,8.29173,20.16,315.96277,6.29,0.8233271,8.558301,76.833336,100.0,0.0,6.25,9.9,8.233333,0.8233271,91.45585,100.0,72.45989,0.0,1009.5168,1017.3,1000.3,1006.7164,1014.456,997.51514,10.98,4.3988757,1.4399999,0.35999998,8.690875,10.576491,6.2689266,0.4225558,6.55,9.656251,23.0
ESL Pro League Season 22,Stockholm,2025-10-07,Vitality,G2,inf,12 - 4,8,1.51,Hornsgatan,,,18.4,,,8.75,4.68,,61.0,13.9,11.599568,5.529725,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39325.13,16068.752,6.5,0.0,6.5,5.0,18.442753,35.64,199.70297,5.35,0.9175797,8.977357,98.916664,100.0,83.0,7.05,11.3,9.060418,0.9175797,88.68331,100.0,72.53329,0.0,1016.9041,1018.6,1013.6,1014.09595,1015.8062,1010.80914,24.285002,11.954449,5.3999996,3.4388947,9.686724,11.389038,6.985511,0.4325261,7.1,10.95,23.0
ESL Pro League Season 22,Stockholm,2025-10-07,Vitality,G2,mrg,25 - 22,3,1.14,Hornsgatan,,,18.4,,,8.75,4.68,,61.0,13.9,11.599568,5.529725,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,39325.13,16068.752,6.5,0.0,6.5,5.0,18.442753,35.64,199.70297,5.35,0.9175797,8.977357,98.916664,100.0,83.0,7.05,11.3,9.060418,0.9175797,88.68331,100.0,72.53329,0.0,1016.9041,1018.6,1013.6,1014.09595,1015.8062,1010.80914,24.285002,11.954449,5.3999996,3.4388947,9.686724,11.389038,6.985511,0.4325261,7.1,10.95,23.0
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,inf,18 - 13,5,1.35,Hornsgatan,,,13.5,,,4.45,2.25,,3.0,11.65,9.100481,2.9932394,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,38378.69,34517.453,0.0,0.0,0.0,0.0,16.454992,31.319998,265.96896,7.69,1.179939,6.420154,61.041668,100.0,0.0,3.55,8.95,5.6083336,1.179939,78.693184,92.51977,64.37288,0.0,1011.00415,1013.6,1006.8,1008.1954,1010.7861,1004.0034,25.755,11.875015,20.16,9.278297,7.0421643,9.615889,4.465851,0.48903364,6.0,9.220833,23.0
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,nuke,23 - 11,12,1.68,Hornsgatan,,,13.5,,,4.45,2.25,,3.0,11.65,9.100481,2.9932394,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,38378.69,34517.453,0.0,0.0,0.0,0.0,16.454992,31.319998,265.96896,7.69,1.179939,6.420154,61.041668,100.0,0.0,3.55,8.95,5.6083336,1.179939,78.693184,92.51977,64.37288,0.0,1011.00415,1013.6,1006.8,1008.1954,1010.7861,1004.0034,25.755,11.875015,20.16,9.278297,7.0421643,9.615889,4.465851,0.48903364,6.0,9.220833,23.0
ESL Pro League Season 22,Stockholm,2025-10-10,Vitality,FURIA,ovp,19 - 19,0,1.1,Hornsgatan,,,13.5,,,4.45,2.25,,3.0,11.65,9.100481,2.9932394,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,38378.69,34517.453,0.0,0.0,0.0,0.0,16.454992,31.319998,265.96896,7.69,1.179939,6.420154,61.041668,100.0,0.0,3.55,8.95,5.6083336,1.179939,78.693184,92.51977,64.37288,0.0,1011.00415,1013.6,1006.8,1008.1954,1010.7861,1004.0034,25.755,11.875015,20.16,9.278297,7.0421643,9.615889,4.465851,0.48903364,6.0,9.220833,23.0
ESWC 2017,Paris,2017-11-02,aAa,ARES,inf,14 - 22,-8,0.76,PARIS 18eme,,,58.5,,2.0,31.0,,,3.0,13.75,12.53562,6.432316,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35354.652,3142.5771,0.0,0.0,0.0,0.0,12.620554,29.16,235.28282,3.72,0.7874906,9.688271,92.375,100.0,60.0,6.15,9.9,8.727084,0.7874906,84.78973,95.42846,69.884735,0.0,1016.73334,1017.6,1015.7,1011.4978,1012.3489,1010.4432,17.55,8.5434,6.8399997,3.396233,9.607968,10.864096,7.3225822,0.4742428,8.7,11.260417,43.0
ESWC 2017,Paris,2017-11-02,aAa,ARES,nuke,23 - 15,8,1.78,PARIS 18eme,,,58.5,,2.0,31.0,,,3.0,13.75,12.53562,6.432316,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35354.652,3142.5771,0.0,0.0,0.0,0.0,12.620554,29.16,235.28282,3.72,0.7874906,9.688271,92.375,100.0,60.0,6.15,9.9,8.727084,0.7874906,84.78973,95.42846,69.884735,0.0,1016.73334,1017.6,1015.7,1011.4978,1012.3489,1010.4432,17.55,8.5434,6.8399997,3.396233,9.607968,10.864096,7.3225822,0.4742428,8.7,11.260417,43.0
ESWC 2017,Paris,2017-11-02,aAa,BIG,cbl,12 - 17,-5,0.84,PARIS 18eme,,,58.5,,2.0,31.0,,,3.0,13.75,12.53562,6.432316,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35354.652,3142.5771,0.0,0.0,0.0,0.0,12.620554,29.16,235.28282,3.72,0.7874906,9.688271,92.375,100.0,60.0,6.15,9.9,8.727084,0.7874906,84.78973,95.42846,69.884735,0.0,1016.73334,1017.6,1015.7,1011.4978,1012.3489,1010.4432,17.55,8.5434,6.8399997,3.396233,9.607968,10.864096,7.3225822,0.4742428,8.7,11.260417,43.0
ESWC 2017,Paris,2017-11-02,aAa,BIG,ovp,32 - 22,10,1.6,PARIS 18eme,,,58.5,,2.0,31.0,,,3.0,13.75,12.53562,6.432316,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35354.652,3142.5771,0.0,0.0,0.0,0.0,12.620554,29.16,235.28282,3.72,0.7874906,9.688271,92.375,100.0,60.0,6.15,9.9,8.727084,0.7874906,84.78973,95.42846,69.884735,0.0,1016.73334,1017.6,1015.7,1011.4978,1012.3489,1010.4432,17.55,8.5434,6.8399997,3.396233,9.607968,10.864096,7.3225822,0.4742428,8.7,11.260417,43.0
ESWC 2017,Paris,2017-11-03,aAa,ARES,cch,35 - 24,11,1.43,PARIS 18eme,,,53.5,,19.8,33.3,,,3.0,16.0,15.217037,7.5356274,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35165.973,17769.01,0.0,0.0,0.0,0.0,11.681987,22.68,143.86308,5.59,0.95811063,10.3940115,87.416664,100.0,45.0,8.1,10.55,9.360417,0.95811063,86.124825,97.340836,69.624535,0.0,1014.7541,1017.6,1010.9,1009.53687,1012.33673,1005.67145,16.109997,7.9739857,10.799999,5.154415,10.161318,12.511204,8.613085,0.55280066,8.95,11.714583,43.0
ESWC 2017,Paris,2017-11-03,aAa,ARES,ovp,26 - 5,21,2.18,PARIS 18eme,,,53.5,,19.8,33.3,,,3.0,16.0,15.217037,7.5356274,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35165.973,17769.01,0.0,0.0,0.0,0.0,11.681987,22.68,143.86308,5.59,0.95811063,10.3940115,87.416664,100.0,45.0,8.1,10.55,9.360417,0.95811063,86.124825,97.340836,69.624535,0.0,1014.7541,1017.6,1010.9,1009.53687,1012.33673,1005.67145,16.109997,7.9739857,10.799999,5.154415,10.161318,12.511204,8.613085,0.55280066,8.95,11.714583,43.0
ESWC 2017,Paris,2017-11-03,aAa,LDLC,inf,26 - 21,5,1.42,PARIS 18eme,,,53.5,,19.8,33.3,,,3.0,16.0,15.217037,7.5356274,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35165.973,17769.01,0.0,0.0,0.0,0.0,11.681987,22.68,143.86308,5.59,0.95811063,10.3940115,87.416664,100.0,45.0,8.1,10.55,9.360417,0.95811063,86.124825,97.340836,69.624535,0.0,1014.7541,1017.6,1010.9,1009.53687,1012.33673,1005.67145,16.109997,7.9739857,10.799999,5.154415,10.161318,12.511204,8.613085,0.55280066,8.95,11.714583,43.0
ESWC 2017,Paris,2017-11-03,aAa,LDLC,nuke,11 - 14,-3,0.71,PARIS 18eme,,,53.5,,19.8,33.3,,,3.0,16.0,15.217037,7.5356274,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,35165.973,17769.01,0.0,0.0,0.0,0.0,11.681987,22.68,143.86308,5.59,0.95811063,10.3940115,87.416664,100.0,45.0,8.1,10.55,9.360417,0.95811063,86.124825,97.340836,69.624535,0.0,1014.7541,1017.6,1010.9,1009.53687,1012.33673,1005.67145,16.109997,7.9739857,10.799999,5.154415,10.161318,12.511204,8.613085,0.55280066,8.95,11.714583,43.0
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,BlackBelts,cbl,20 - 4,16,1.99,LYON Centre,,,20.9,,52.5,7.3,5.95,,55.0,9.8,4.3933973,-0.78150463,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40873.277,29656.719,5.7999997,0.0,5.7999997,11.0,27.729347,62.279995,179.34087,8.06,1.0966336,1.951879,80.25,100.0,13.0,1.35,4.7,3.2541664,1.0966336,84.01704,93.43819,59.153816,0.0,1009.9084,1013.6,1007.7,975.976,979.5945,973.6535,37.275,15.967616,14.759999,7.928178,4.2616754,5.87049,1.621654,0.49579662,2.3,5.839583,280.0
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,Epsilon,mrg,29 - 27,2,1.03,LYON Centre,,,20.9,,52.5,7.3,5.95,,55.0,9.8,4.3933973,-0.78150463,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40873.277,29656.719,5.7999997,0.0,5.7999997,11.0,27.729347,62.279995,179.34087,8.06,1.0966336,1.951879,80.25,100.0,13.0,1.35,4.7,3.2541664,1.0966336,84.01704,93.43819,59.153816,0.0,1009.9084,1013.6,1007.7,975.976,979.5945,973.6535,37.275,15.967616,14.759999,7.928178,4.2616754,5.87049,1.621654,0.49579662,2.3,5.839583,280.0
Epsilan 14,Champagne-au-Mont-d'Or,2017-03-05,WySix,LCM,cbl,24 - 12,12,1.77,LYON Centre,,,20.9,,52.5,7.3,5.95,,55.0,9.8,4.3933973,-0.78150463,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,40873.277,29656.719,5.7999997,0.0,5.7999997,11.0,27.729347,62.279995,179.34087,8.06,1.0966336,1.951879,80.25,100.0,13.0,1.35,4.7,3.2541664,1.0966336,84.01704,93.43819,59.153816,0.0,1009.9084,1013.6,1007.7,975.976,979.5945,973.6535,37.275,15.967616,14.759999,7.928178,4.2616754,5.87049,1.621654,0.49579662,2.3,5.839583,280.0
Esports World Cup 2026,Paris,2026-08-12,Vitality,100 Thieves,nuke,15 - 7,8,1.28,PARIS 18eme,,,25.6,,88.0,20.7,5.75,,0.0,35.05,34.080402,19.297798,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,52352.477,47448.97,0.0,0.0,0.0,0.0,8.805294,25.919998,44.60559,25.03,6.225169,27.02904,0.0,0.0,0.0,4.4,9.9,6.670833,6.225169,27.326662,43.028915,14.837445,0.0,1021.07916,1022.1,1019.8,1016.1187,1017.0907,1014.93176,18.015,6.323207,10.799999,4.863332,16.038708,17.798851,13.171198,4.8017945,20.8,28.452082,43.0
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,d2,9 - 12,-3,0.84,PARIS 18eme,,,45.1,,97.1,32.8,13.4,,51.0,38.7,38.96123,23.393835,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51973.5,50400.0,0.1,0.0,0.1,1.0,19.694992,48.96,303.69003,23.38,5.827655,31.175146,13.208333,98.0,0.0,6.45,13.05,9.312501,5.827655,26.966272,42.086212,14.750579,0.0,1016.075,1018.6,1012.9,1011.1922,1013.6309,1008.1276,16.904999,4.743195,3.6,0.56920993,18.356358,20.344893,15.582119,5.7773104,23.8,31.758333,43.0
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,inf,17 - 17,0,0.99,PARIS 18eme,,,45.1,,97.1,32.8,13.4,,51.0,38.7,38.96123,23.393835,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51973.5,50400.0,0.1,0.0,0.1,1.0,19.694992,48.96,303.69003,23.38,5.827655,31.175146,13.208333,98.0,0.0,6.45,13.05,9.312501,5.827655,26.966272,42.086212,14.750579,0.0,1016.075,1018.6,1012.9,1011.1922,1013.6309,1008.1276,16.904999,4.743195,3.6,0.56920993,18.356358,20.344893,15.582119,5.7773104,23.8,31.758333,43.0
Esports World Cup 2026,Paris,2026-08-14,Vitality,B8,mrg,23 - 17,6,1.58,PARIS 18eme,,,45.1,,97.1,32.8,13.4,,51.0,38.7,38.96123,23.393835,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51973.5,50400.0,0.1,0.0,0.1,1.0,19.694992,48.96,303.69003,23.38,5.827655,31.175146,13.208333,98.0,0.0,6.45,13.05,9.312501,5.827655,26.966272,42.086212,14.750579,0.0,1016.075,1018.6,1012.9,1011.1922,1013.6309,1008.1276,16.904999,4.743195,3.6,0.56920993,18.356358,20.344893,15.582119,5.7773104,23.8,31.758333,43.0
Esports World Cup 2026,Paris,2026-08-16,Vitality,Lynn Vision,d2,18 - 8,10,2.22,PARIS 18eme,,,11.5,,88.1,24.5,14.9,,61.0,30.0,32.669876,22.192324,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51586.793,42522.46,2.7999997,0.0,2.7999997,6.0,9.499157,21.599998,354.31403,20.1,4.418337,26.951681,49.208332,100.0,1.0,14.0,19.85,17.189585,4.418337,64.7488,94.27017,42.51651,0.0,1016.0002,1017.0,1014.9,1011.0096,1012.0188,1009.98016,18.045,6.1538196,11.159999,2.7475805,19.945093,21.343292,17.91109,2.359911,20.05,25.099998,43.0
Esports World Cup 2026,Paris,2026-08-16,Vitality,Lynn Vision,inf,22 - 9,13,2.18,PARIS 18eme,,,11.5,,88.1,24.5,14.9,,61.0,30.0,32.669876,22.192324,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,51586.793,42522.46,2.7999997,0.0,2.7999997,6.0,9.499157,21.599998,354.31403,20.1,4.418337,26.951681,49.208332,100.0,1.0,14.0,19.85,17.189585,4.418337,64.7488,94.27017,42.51651,0.0,1016.0002,1017.0,1014.9,1011.0096,1012.0188,1009.98016,18.045,6.1538196,11.159999,2.7475805,19.945093,21.343292,17.91109,2.359911,20.05,25.099998,43.0
Esports World Cup 2026,Paris,2026-08-20,Vitality,FaZe,cch,25 - 10,15,2.21,PARIS 18eme,,,6.68,,61.5,6.71,2.18,,51.0,24.45,21.893847,15.122828,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50795.66,49895.047,0.3,0.0,0.3,3.0,18.417263,44.639996,249.80754,20.79,4.324401,18.722246,39.375,100.0,2.0,9.15,14.9,12.252083,4.324401,65.20591,91.6521,38.491844,0.0,1009.95416,1011.5,1008.8,1004.90216,1006.3987,1003.835,30.149996,12.10936,15.4800005,3.6,15.115256,15.793377,14.177496,1.8860143,15.2,19.66875,43.0
Esports World Cup 2026,Paris,2026-08-20,Vitality,FaZe,d2,17 - 15,2,1.17,PARIS 18eme,,,6.68,,61.5,6.71,2.18,,51.0,24.45,21.893847,15.122828,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50795.66,49895.047,0.3,0.0,0.3,3.0,18.417263,44.639996,249.80754,20.79,4.324401,18.722246,39.375,100.0,2.0,9.15,14.9,12.252083,4.324401,65.20591,91.6521,38.491844,0.0,1009.95416,1011.5,1008.8,1004.90216,1006.3987,1003.835,30.149996,12.10936,15.4800005,3.6,15.115256,15.793377,14.177496,1.8860143,15.2,19.66875,43.0
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,anb,21 - 17,4,1.02,PARIS 18eme,,,10.3,,53.0,11.4,3.34,,53.0,22.45,20.865593,14.78652,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50595.12,49780.566,2.0,0.0,2.0,10.0,15.192682,42.12,297.57895,19.71,3.6822522,17.752567,63.791668,100.0,5.0,9.25,14.2,12.104165,3.6822522,69.57373,89.58291,43.12204,0.0,1012.3625,1017.0,1010.3,1007.273,1011.8329,1005.1767,21.914997,8.295064,7.2,2.3400002,14.40899,15.084068,13.35384,1.5457878,15.1,18.202084,43.0
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,mrg,5 - 14,-9,0.73,PARIS 18eme,,,10.3,,53.0,11.4,3.34,,53.0,22.45,20.865593,14.78652,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50595.12,49780.566,2.0,0.0,2.0,10.0,15.192682,42.12,297.57895,19.71,3.6822522,17.752567,63.791668,100.0,5.0,9.25,14.2,12.104165,3.6822522,69.57373,89.58291,43.12204,0.0,1012.3625,1017.0,1010.3,1007.273,1011.8329,1005.1767,21.914997,8.295064,7.2,2.3400002,14.40899,15.084068,13.35384,1.5457878,15.1,18.202084,43.0
Esports World Cup 2026,Paris,2026-08-21,Vitality,Spirit,nuke,25 - 17,8,1.29,PARIS 18eme,,,10.3,,53.0,11.4,3.34,,53.0,22.45,20.865593,14.78652,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,50595.12,49780.566,2.0,0.0,2.0,10.0,15.192682,42.12,297.57895,19.71,3.6822522,17.752567,63.791668,100.0,5.0,9.25,14.2,12.104165,3.6822522,69.57373,89.58291,43.12204,0.0,1012.3625,1017.0,1010.3,1007.273,1011.8329,1005.1767,21.914997,8.295064,7.2,2.3400002,14.40899,15.084068,13.35384,1.5457878,15.1,18.202084,43.0
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,OpTic,d2,22 - 12,10,1.56,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11,53.0,3.75,-0.008121967,-4.5595837,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,30823.05,0.0,3.9,0.0,3.9,10.0,31.810638,56.88,258.3106,1.16,0.36174276,-2.3809474,97.291664,100.0,80.0,-1.35,2.65,1.2875,0.36174276,91.20035,93.4999,85.84136,0.0,1009.39166,1011.0,1005.8,972.3296,974.02625,968.87946,37.62,20.898783,24.119999,12.413476,1.7129631,2.981533,-0.51486826,0.09162283,0.75,2.579167,303.0
Europe Minor - IEM Katowice 2019,Katowice,2019-01-16,Vitality,Valiance,d2,18 - 7,11,1.62,"Katowice, ul. Kossutha",,,28.8,,32.1,26.8,26.0,7.11,53.0,3.75,-0.008121967,-4.5595837,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,30823.05,0.0,3.9,0.0,3.9,10.0,31.810638,56.88,258.3106,1.16,0.36174276,-2.3809474,97.291664,100.0,80.0,-1.35,2.65,1.2875,0.36174276,91.20035,93.4999,85.84136,0.0,1009.39166,1011.0,1005.8,972.3296,974.02625,968.87946,37.62,20.898783,24.119999,12.413476,1.7129631,2.981533,-0.51486826,0.09162283,0.75,2.579167,303.0
