event_name,location_city,date,player_team,opponent,map,kd,plus_minus,rating,location_openaq,co,no,no2,nox,o3,pm10,pm25,so2
StarLadder Budapest Major 2025,Budapest,2025-12-05,Vitality,B8,inf,17 - 8,9,2.05,"""Budapest Teleki""",,,33.6,,,16.2,,5.98
StarLadder Budapest Major 2025,Budapest,2025-12-06,Vitality,Natus Vincere,inf,19 - 15,4,1.26,"""Budapest Teleki""",,,41.5,,,21.2,,6.03
StarLadder Budapest Major 2025,Budapest,2025-12-06,Vitality,Natus Vincere,trn,21 - 15,6,1.43,"""Budapest Teleki""",,,41.5,,,21.2,,6.03
StarLadder Budapest Major 2025,Budapest,2025-12-11,Vitality,The MongolZ,d2,21 - 10,11,1.74,"""Budapest Teleki""",,,29.8,,,20.0,,6.12
StarLadder Budapest Major 2025,Budapest,2025-12-11,Vitality,The MongolZ,mrg,25 - 8,17,2.47,"""Budapest Teleki""",,,29.8,,,20.0,,6.12
StarLadder Budapest Major 2025,Budapest,2025-12-13,Vitality,Spirit,d2,18 - 9,9,1.42,"""Budapest Teleki""",,,27.4,,,16.0,,5.47
StarLadder Budapest Major 2025,Budapest,2025-12-13,Vitality,Spirit,mrg,25 - 23,2,1.08,"""Budapest Teleki""",,,27.4,,,16.0,,5.47
StarLadder Budapest Major 2025,Budapest,2025-12-14,Vitality,FaZe,d2,17 - 8,9,1.6,"""Budapest Teleki""",,,19.1,,,5.19,,5.48
StarLadder Budapest Major 2025,Budapest,2025-12-14,Vitality,FaZe,inf,16 - 12,4,1.06,"""Budapest Teleki""",,,19.1,,,5.19,,5.48
StarLadder Budapest Major 2025,Budapest,2025-12-14,Vitality,FaZe,nuke,11 - 13,-2,0.83,"""Budapest Teleki""",,,19.1,,,5.19,,5.48
StarLadder Budapest Major 2025,Budapest,2025-12-14,Vitality,FaZe,ovp,14 - 6,8,1.7,"""Budapest Teleki""",,,19.1,,,5.19,,5.48
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-23,Vitality,INTZ,mrg,26 - 14,12,1.79,Berlin Neukölln,,,9.25,,18.6,6.2,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-23,Vitality,Syman,d2,20 - 19,1,1.21,Berlin Neukölln,,,9.25,,18.6,6.2,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-24,Vitality,DreamEaters,inf,22 - 18,4,1.08,Berlin Neukölln,,,5.44,,15.2,0.0,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-25,Vitality,HellRaisers,inf,31 - 10,21,1.88,Berlin Neukölln,,,2.7,,24.1,0.0,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-25,Vitality,HellRaisers,mrg,17 - 12,5,1.15,Berlin Neukölln,,,2.7,,24.1,0.0,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-26,Vitality,Grayhound,d2,23 - 9,14,1.74,Berlin Neukölln,,,0.0,,0.0,0.0,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-26,Vitality,Grayhound,inf,17 - 18,-1,1.05,Berlin Neukölln,,,0.0,,0.0,0.0,,
StarLadder Major 2019 Challengers Stage,Berlin,2019-08-26,Vitality,Grayhound,ovp,27 - 21,6,1.35,Berlin Neukölln,,,0.0,,0.0,0.0,,
StarLadder Major Berlin 2019,Berlin,2019-08-28,Vitality,North,inf,21 - 15,6,1.38,Berlin Neukölln,,,4.54,,15.7,6.49,,
StarLadder Major Berlin 2019,Berlin,2019-08-29,Vitality,FaZe,d2,24 - 11,13,1.65,Berlin Neukölln,,,7.74,,15.1,4.34,,
StarLadder Major Berlin 2019,Berlin,2019-08-30,Vitality,ENCE,d2,12 - 18,-6,0.72,Berlin Neukölln,,,2.9,,20.9,3.79,,
StarLadder Major Berlin 2019,Berlin,2019-08-30,Vitality,ENCE,nuke,15 - 17,-2,0.84,Berlin Neukölln,,,2.9,,20.9,3.79,,
StarLadder Major Berlin 2019,Berlin,2019-08-31,Vitality,MOUZ,mrg,21 - 17,4,1.52,Berlin Neukölln,,,3.25,,21.6,5.25,,
StarLadder Major Berlin 2019,Berlin,2019-08-31,Vitality,MOUZ,vtg,19 - 12,7,1.44,Berlin Neukölln,,,3.25,,21.6,5.25,,
StarLadder Major Berlin 2019,Berlin,2019-09-05,Vitality,AVANGAR,d2,20 - 17,3,1.04,Berlin Neukölln,,,2.98,,17.1,4.62,,
StarLadder Major Berlin 2019,Berlin,2019-09-05,Vitality,AVANGAR,inf,28 - 12,16,1.63,Berlin Neukölln,,,2.98,,17.1,4.62,,
StarLadder Major Berlin 2019,Berlin,2019-09-05,Vitality,AVANGAR,mrg,12 - 18,-6,0.9,Berlin Neukölln,,,2.98,,17.1,4.62,,
StarSeries i-League Season 7,Shanghai,2019-03-30,Vitality,BIG,d2,34 - 14,20,2.13,普陀,907.0,,34.1,,111.0,73.8,56.9,5.21
StarSeries i-League Season 7,Shanghai,2019-03-30,Vitality,BIG,ovp,24 - 20,4,1.15,普陀,907.0,,34.1,,111.0,73.8,56.9,5.21
StarSeries i-League Season 7,Shanghai,2019-03-31,Vitality,ENCE,d2,21 - 9,12,1.83,普陀,624.0,,22.3,,111.0,54.8,14.7,5.29
StarSeries i-League Season 7,Shanghai,2019-03-31,Vitality,ENCE,inf,19 - 18,1,1.22,普陀,624.0,,22.3,,111.0,54.8,14.7,5.29
StarSeries i-League Season 7,Shanghai,2019-03-31,Vitality,ENCE,mrg,24 - 19,5,1.27,普陀,624.0,,22.3,,111.0,54.8,14.7,5.29
StarSeries i-League Season 7,Shanghai,2019-04-01,Vitality,fnatic,mrg,17 - 18,-1,1.11,普陀,617.0,,33.4,,119.0,59.8,25.0,7.25
StarSeries i-League Season 7,Shanghai,2019-04-01,Vitality,fnatic,nuke,20 - 19,1,1.11,普陀,617.0,,33.4,,119.0,59.8,25.0,7.25
StarSeries i-League Season 7,Shanghai,2019-04-02,Vitality,Spirit,d2,15 - 17,-2,1.05,普陀,742.0,,41.8,,132.0,66.2,29.3,8.42
StarSeries i-League Season 7,Shanghai,2019-04-02,Vitality,Spirit,inf,25 - 17,8,1.36,普陀,742.0,,41.8,,132.0,66.2,29.3,8.42
StarSeries i-League Season 7,Shanghai,2019-04-02,Vitality,Spirit,mrg,16 - 17,-1,0.86,普陀,742.0,,41.8,,132.0,66.2,29.3,8.42
StarSeries i-League Season 7,Shanghai,2019-04-05,Vitality,NRG,mrg,26 - 19,7,1.26,普陀,1100.0,,70.0,,179.0,104.0,76.5,7.0
StarSeries i-League Season 7,Shanghai,2019-04-05,Vitality,NRG,ovp,30 - 33,-3,0.97,普陀,1100.0,,70.0,,179.0,104.0,76.5,7.0
cs_summit 4,Los Angeles,2019-05-23,Vitality,Ghost,mrg,35 - 27,8,1.28,Los Angeles - N. Mai,0.249,,0.0156,,0.0188,36.3,11.6,0.0
cs_summit 4,Los Angeles,2019-05-23,Vitality,Ghost,ovp,17 - 14,3,1.09,Los Angeles - N. Mai,0.249,,0.0156,,0.0188,36.3,11.6,0.0
cs_summit 4,Los Angeles,2019-05-24,Vitality,Liquid,mrg,34 - 16,18,1.79,Los Angeles - N. Mai,0.319,,0.0131,,0.0203,23.0,10.3,0.0
cs_summit 4,Los Angeles,2019-05-24,Vitality,Liquid,nuke,15 - 12,3,1.46,Los Angeles - N. Mai,0.319,,0.0131,,0.0203,23.0,10.3,0.0
cs_summit 4,Los Angeles,2019-05-24,Vitality,NRG,inf,17 - 12,5,1.29,Los Angeles - N. Mai,0.319,,0.0131,,0.0203,23.0,10.3,0.0
cs_summit 4,Los Angeles,2019-05-24,Vitality,NRG,nuke,31 - 28,3,1.08,Los Angeles - N. Mai,0.319,,0.0131,,0.0203,23.0,10.3,0.0
cs_summit 4,Los Angeles,2019-05-25,Vitality,ENCE,nuke,22 - 16,6,1.52,Los Angeles - N. Mai,0.258,,0.0111,,0.0243,22.1,10.2,4.17e-05
cs_summit 4,Los Angeles,2019-05-25,Vitality,ENCE,ovp,20 - 11,9,1.37,Los Angeles - N. Mai,0.258,,0.0111,,0.0243,22.1,10.2,4.17e-05
cs_summit 4,Los Angeles,2019-05-25,Vitality,Renegades,vtg,21 - 16,5,1.18,Los Angeles - N. Mai,0.258,,0.0111,,0.0243,22.1,10.2,4.17e-05
cs_summit 4,Los Angeles,2019-05-26,Vitality,ENCE,inf,31 - 22,9,1.38,Los Angeles - N. Mai,0.137,,0.00508,,0.0338,15.0,7.25,0.0
cs_summit 4,Los Angeles,2019-05-26,Vitality,ENCE,mrg,17 - 21,-4,0.81,Los Angeles - N. Mai,0.137,,0.00508,,0.0338,15.0,7.25,0.0
cs_summit 4,Los Angeles,2019-05-26,Vitality,ENCE,ovp,37 - 15,22,2.18,Los Angeles - N. Mai,0.137,,0.00508,,0.0338,15.0,7.25,0.0
cs_summit 4,Los Angeles,2019-05-26,Vitality,Renegades,mrg,25 - 20,5,1.21,Los Angeles - N. Mai,0.137,,0.00508,,0.0338,15.0,7.25,0.0
cs_summit 4,Los Angeles,2019-05-27,Vitality,Liquid,nuke,24 - 10,14,1.61,Los Angeles - N. Mai,0.214,,0.00742,,0.0284,15.3,7.17,0.0
cs_summit 4,Los Angeles,2019-05-27,Vitality,Liquid,ovp,22 - 17,5,1.3,Los Angeles - N. Mai,0.214,,0.00742,,0.0284,15.3,7.17,0.0
